probe_id,probe_isp,probe_lat,probe_lon,target,cls,ip,target_lat,target_lon,target_city,target_cc,geo_method,distance_km
1016431,ntc,24.7875,66.9685,careers635.com.pk,Pakistan,59.103.180.56,33.6648,73.0419,Islamabad,PK,server_ip,1149.0
7613,zcom,31.5085,74.3375,cxtreme.pk,Pakistan,203.101.172.157,24.981,67.0727,Karachi,PK,server_ip,1015.9
7764,ptcl,31.4695,74.4105,cxtreme.pk,Pakistan,203.101.172.157,24.981,67.0727,Karachi,PK,server_ip,1017.9
60223,nayatel,33.6985,72.9885,cxtreme.pk,Pakistan,203.101.172.157,24.981,67.0727,Karachi,PK,server_ip,1125.7
62224,transworld,31.4695,74.4085,cxtreme.pk,Pakistan,203.101.172.157,24.981,67.0727,Karachi,PK,server_ip,1017.8
64078,tes,31.5215,74.3605,cxtreme.pk,Pakistan,203.101.172.157,24.981,67.0727,Karachi,PK,server_ip,1018.5
64535,orbit,31.3995,73.1185,cxtreme.pk,Pakistan,203.101.172.157,24.981,67.0727,Karachi,PK,server_ip,927.2
64722,tes,24.7985,67.0785,cxtreme.pk,Pakistan,203.101.172.157,24.981,67.0727,Karachi,PK,server_ip,20.3
65892,nayatel,31.5185,74.3615,cxtreme.pk,Pakistan,203.101.172.157,24.981,67.0727,Karachi,PK,server_ip,1018.3
1014872,fasttel,33.6085,72.9905,cxtreme.pk,Pakistan,203.101.172.157,24.981,67.0727,Karachi,PK,server_ip,1117.3
1015491,zcom,31.5575,74.3615,cxtreme.pk,Pakistan,203.101.172.157,24.981,67.0727,Karachi,PK,server_ip,1021.3
1015679,nova,31.4615,74.4305,cxtreme.pk,Pakistan,203.101.172.157,24.981,67.0727,Karachi,PK,server_ip,1018.7
1016126,ptcl,24.8605,66.9985,cxtreme.pk,Pakistan,203.101.172.157,24.981,67.0727,Karachi,PK,server_ip,15.3
1016143,cybernet,24.8585,66.9995,cxtreme.pk,Pakistan,203.101.172.157,24.981,67.0727,Karachi,PK,server_ip,15.5
1016154,cybernet,24.8595,66.9995,cxtreme.pk,Pakistan,203.101.172.157,24.981,67.0727,Karachi,PK,server_ip,15.4
1016393,ptcl,32.5685,71.5315,cxtreme.pk,Pakistan,203.101.172.157,24.981,67.0727,Karachi,PK,server_ip,948.7
1016431,ntc,24.7875,66.9685,cxtreme.pk,Pakistan,203.101.172.157,24.981,67.0727,Karachi,PK,server_ip,23.9
7613,zcom,31.5085,74.3375,dgcs.gos.pk,Pakistan,103.111.161.11,31.538,74.2797,Lahore,PK,server_ip,6.4
7764,ptcl,31.4695,74.4105,dgcs.gos.pk,Pakistan,103.111.161.11,31.538,74.2797,Lahore,PK,server_ip,14.6
60223,nayatel,33.6985,72.9885,dgcs.gos.pk,Pakistan,103.111.161.11,31.538,74.2797,Lahore,PK,server_ip,268.9
62224,transworld,31.4695,74.4085,dgcs.gos.pk,Pakistan,103.111.161.11,31.538,74.2797,Lahore,PK,server_ip,14.4
64078,tes,31.5215,74.3605,dgcs.gos.pk,Pakistan,103.111.161.11,31.538,74.2797,Lahore,PK,server_ip,7.9
64535,orbit,31.3995,73.1185,dgcs.gos.pk,Pakistan,103.111.161.11,31.538,74.2797,Lahore,PK,server_ip,111.2
64722,tes,24.7985,67.0785,dgcs.gos.pk,Pakistan,103.111.161.11,31.538,74.2797,Lahore,PK,server_ip,1028.9
65892,nayatel,31.5185,74.3615,dgcs.gos.pk,Pakistan,103.111.161.11,31.538,74.2797,Lahore,PK,server_ip,8.1
1014872,fasttel,33.6085,72.9905,dgcs.gos.pk,Pakistan,103.111.161.11,31.538,74.2797,Lahore,PK,server_ip,260.0
1015491,zcom,31.5575,74.3615,dgcs.gos.pk,Pakistan,103.111.161.11,31.538,74.2797,Lahore,PK,server_ip,8.0
1015679,nova,31.4615,74.4305,dgcs.gos.pk,Pakistan,103.111.161.11,31.538,74.2797,Lahore,PK,server_ip,16.6
1016126,ptcl,24.8605,66.9985,dgcs.gos.pk,Pakistan,103.111.161.11,31.538,74.2797,Lahore,PK,server_ip,1029.2
1016143,cybernet,24.8585,66.9995,dgcs.gos.pk,Pakistan,103.111.161.11,31.538,74.2797,Lahore,PK,server_ip,1029.3
1016154,cybernet,24.8595,66.9995,dgcs.gos.pk,Pakistan,103.111.161.11,31.538,74.2797,Lahore,PK,server_ip,1029.2
1016393,ptcl,32.5685,71.5315,dgcs.gos.pk,Pakistan,103.111.161.11,31.538,74.2797,Lahore,PK,server_ip,283.2
1016431,ntc,24.7875,66.9685,dgcs.gos.pk,Pakistan,103.111.161.11,31.538,74.2797,Lahore,PK,server_ip,1037.2
7613,zcom,31.5085,74.3375,digiskills.pk,Pakistan,111.68.103.39,31.5924,74.3369,Lahore,PK,server_ip,9.3
7764,ptcl,31.4695,74.4105,digiskills.pk,Pakistan,111.68.103.39,31.5924,74.3369,Lahore,PK,server_ip,15.3
60223,nayatel,33.6985,72.9885,digiskills.pk,Pakistan,111.68.103.39,31.5924,74.3369,Lahore,PK,server_ip,266.0
62224,transworld,31.4695,74.4085,digiskills.pk,Pakistan,111.68.103.39,31.5924,74.3369,Lahore,PK,server_ip,15.3
64078,tes,31.5215,74.3605,digiskills.pk,Pakistan,111.68.103.39,31.5924,74.3369,Lahore,PK,server_ip,8.2
64535,orbit,31.3995,73.1185,digiskills.pk,Pakistan,111.68.103.39,31.5924,74.3369,Lahore,PK,server_ip,117.5
64722,tes,24.7985,67.0785,digiskills.pk,Pakistan,111.68.103.39,31.5924,74.3369,Lahore,PK,server_ip,1037.0
65892,nayatel,31.5185,74.3615,digiskills.pk,Pakistan,111.68.103.39,31.5924,74.3369,Lahore,PK,server_ip,8.5
1014872,fasttel,33.6085,72.9905,digiskills.pk,Pakistan,111.68.103.39,31.5924,74.3369,Lahore,PK,server_ip,257.2
1015491,zcom,31.5575,74.3615,digiskills.pk,Pakistan,111.68.103.39,31.5924,74.3369,Lahore,PK,server_ip,4.5
1015679,nova,31.4615,74.4305,digiskills.pk,Pakistan,111.68.103.39,31.5924,74.3369,Lahore,PK,server_ip,17.0
1016126,ptcl,24.8605,66.9985,digiskills.pk,Pakistan,111.68.103.39,31.5924,74.3369,Lahore,PK,server_ip,1037.3
1016143,cybernet,24.8585,66.9995,digiskills.pk,Pakistan,111.68.103.39,31.5924,74.3369,Lahore,PK,server_ip,1037.4
1016154,cybernet,24.8595,66.9995,digiskills.pk,Pakistan,111.68.103.39,31.5924,74.3369,Lahore,PK,server_ip,1037.3
1016393,ptcl,32.5685,71.5315,digiskills.pk,Pakistan,111.68.103.39,31.5924,74.3369,Lahore,PK,server_ip,285.7
1016431,ntc,24.7875,66.9685,digiskills.pk,Pakistan,111.68.103.39,31.5924,74.3369,Lahore,PK,server_ip,1045.3
7613,zcom,31.5085,74.3375,dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,274.5
7764,ptcl,31.4695,74.4105,dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,281.4
60223,nayatel,33.6985,72.9885,dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,5.8
62224,transworld,31.4695,74.4085,dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,281.3
64078,tes,31.5215,74.3605,dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,274.1
64535,orbit,31.3995,73.1185,dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,258.5
64722,tes,24.7985,67.0785,dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,1148.2
65892,nayatel,31.5185,74.3615,dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,274.5
1014872,fasttel,33.6085,72.9905,dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,13.7
1015491,zcom,31.5575,74.3615,dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,270.6
1015679,nova,31.4615,74.4305,dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,283.1
1016126,ptcl,24.8605,66.9985,dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,1146.1
1016143,cybernet,24.8585,66.9995,dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,1146.2
1016154,cybernet,24.8595,66.9995,dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,1146.1
1016393,ptcl,32.5685,71.5315,dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,190.5
1016431,ntc,24.7875,66.9685,dunyanews.tv,Pakistan,202.142.167.148,33.7233,73.0435,Islamabad,PK,server_ip,1154.6
7613,zcom,31.5085,74.3375,enc.com.pk,Pakistan,163.61.25.4,31.5596,74.3259,Lahore,PK,server_ip,5.8
7764,ptcl,31.4695,74.4105,enc.com.pk,Pakistan,163.61.25.4,31.5596,74.3259,Lahore,PK,server_ip,12.8
60223,nayatel,33.6985,72.9885,enc.com.pk,Pakistan,163.61.25.4,31.5596,74.3259,Lahore,PK,server_ip,268.8
62224,transworld,31.4695,74.4085,enc.com.pk,Pakistan,163.61.25.4,31.5596,74.3259,Lahore,PK,server_ip,12.7
64078,tes,31.5215,74.3605,enc.com.pk,Pakistan,163.61.25.4,31.5596,74.3259,Lahore,PK,server_ip,5.4
64535,orbit,31.3995,73.1185,enc.com.pk,Pakistan,163.61.25.4,31.5596,74.3259,Lahore,PK,server_ip,115.9
64722,tes,24.7985,67.0785,enc.com.pk,Pakistan,163.61.25.4,31.5596,74.3259,Lahore,PK,server_ip,1033.7
65892,nayatel,31.5185,74.3615,enc.com.pk,Pakistan,163.61.25.4,31.5596,74.3259,Lahore,PK,server_ip,5.7
1014872,fasttel,33.6085,72.9905,enc.com.pk,Pakistan,163.61.25.4,31.5596,74.3259,Lahore,PK,server_ip,259.9
1015491,zcom,31.5575,74.3615,enc.com.pk,Pakistan,163.61.25.4,31.5596,74.3259,Lahore,PK,server_ip,3.4
1015679,nova,31.4615,74.4305,enc.com.pk,Pakistan,163.61.25.4,31.5596,74.3259,Lahore,PK,server_ip,14.7
1016126,ptcl,24.8605,66.9985,enc.com.pk,Pakistan,163.61.25.4,31.5596,74.3259,Lahore,PK,server_ip,1034.0
1016143,cybernet,24.8585,66.9995,enc.com.pk,Pakistan,163.61.25.4,31.5596,74.3259,Lahore,PK,server_ip,1034.1
1016154,cybernet,24.8595,66.9995,enc.com.pk,Pakistan,163.61.25.4,31.5596,74.3259,Lahore,PK,server_ip,1034.0
1016393,ptcl,32.5685,71.5315,enc.com.pk,Pakistan,163.61.25.4,31.5596,74.3259,Lahore,PK,server_ip,286.2
1016431,ntc,24.7875,66.9685,enc.com.pk,Pakistan,163.61.25.4,31.5596,74.3259,Lahore,PK,server_ip,1042.0
7613,zcom,31.5085,74.3375,excise.gos.pk,Pakistan,59.103.225.21,33.7233,73.0435,Islamabad,PK,server_ip,274.5
7764,ptcl,31.4695,74.4105,excise.gos.pk,Pakistan,59.103.225.21,33.7233,73.0435,Islamabad,PK,server_ip,281.4
60223,nayatel,33.6985,72.9885,excise.gos.pk,Pakistan,59.103.225.21,33.7233,73.0435,Islamabad,PK,server_ip,5.8
62224,transworld,31.4695,74.4085,excise.gos.pk,Pakistan,59.103.225.21,33.7233,73.0435,Islamabad,PK,server_ip,281.3
64078,tes,31.5215,74.3605,excise.gos.pk,Pakistan,59.103.225.21,33.7233,73.0435,Islamabad,PK,server_ip,274.1
64535,orbit,31.3995,73.1185,excise.gos.pk,Pakistan,59.103.225.21,33.7233,73.0435,Islamabad,PK,server_ip,258.5
64722,tes,24.7985,67.0785,excise.gos.pk,Pakistan,59.103.225.21,33.7233,73.0435,Islamabad,PK,server_ip,1148.2
65892,nayatel,31.5185,74.3615,excise.gos.pk,Pakistan,59.103.225.21,33.7233,73.0435,Islamabad,PK,server_ip,274.5
1014872,fasttel,33.6085,72.9905,excise.gos.pk,Pakistan,59.103.225.21,33.7233,73.0435,Islamabad,PK,server_ip,13.7
1015491,zcom,31.5575,74.3615,excise.gos.pk,Pakistan,59.103.225.21,33.7233,73.0435,Islamabad,PK,server_ip,270.6
1015679,nova,31.4615,74.4305,excise.gos.pk,Pakistan,59.103.225.21,33.7233,73.0435,Islamabad,PK,server_ip,283.1
1016126,ptcl,24.8605,66.9985,excise.gos.pk,Pakistan,59.103.225.21,33.7233,73.0435,Islamabad,PK,server_ip,1146.1
1016143,cybernet,24.8585,66.9995,excise.gos.pk,Pakistan,59.103.225.21,33.7233,73.0435,Islamabad,PK,server_ip,1146.2
1016154,cybernet,24.8595,66.9995,excise.gos.pk,Pakistan,59.103.225.21,33.7233,73.0435,Islamabad,PK,server_ip,1146.1
1016393,ptcl,32.5685,71.5315,excise.gos.pk,Pakistan,59.103.225.21,33.7233,73.0435,Islamabad,PK,server_ip,190.5
1016431,ntc,24.7875,66.9685,excise.gos.pk,Pakistan,59.103.225.21,33.7233,73.0435,Islamabad,PK,server_ip,1154.6
7613,zcom,31.5085,74.3375,gnnhd.tv,Pakistan,103.178.96.22,31.4573,74.2453,Lahore,PK,server_ip,10.4
7764,ptcl,31.4695,74.4105,gnnhd.tv,Pakistan,103.178.96.22,31.4573,74.2453,Lahore,PK,server_ip,15.7
60223,nayatel,33.6985,72.9885,gnnhd.tv,Pakistan,103.178.96.22,31.4573,74.2453,Lahore,PK,server_ip,275.6
62224,transworld,31.4695,74.4085,gnnhd.tv,Pakistan,103.178.96.22,31.4573,74.2453,Lahore,PK,server_ip,15.5
64078,tes,31.5215,74.3605,gnnhd.tv,Pakistan,103.178.96.22,31.4573,74.2453,Lahore,PK,server_ip,13.0
64535,orbit,31.3995,73.1185,gnnhd.tv,Pakistan,103.178.96.22,31.4573,74.2453,Lahore,PK,server_ip,107.1
64722,tes,24.7985,67.0785,gnnhd.tv,Pakistan,103.178.96.22,31.4573,74.2453,Lahore,PK,server_ip,1020.3
65892,nayatel,31.5185,74.3615,gnnhd.tv,Pakistan,103.178.96.22,31.4573,74.2453,Lahore,PK,server_ip,13.0
1014872,fasttel,33.6085,72.9905,gnnhd.tv,Pakistan,103.178.96.22,31.4573,74.2453,Lahore,PK,server_ip,266.6
1015491,zcom,31.5575,74.3615,gnnhd.tv,Pakistan,103.178.96.22,31.4573,74.2453,Lahore,PK,server_ip,15.7
1015679,nova,31.4615,74.4305,gnnhd.tv,Pakistan,103.178.96.22,31.4573,74.2453,Lahore,PK,server_ip,17.6
1016126,ptcl,24.8605,66.9985,gnnhd.tv,Pakistan,103.178.96.22,31.4573,74.2453,Lahore,PK,server_ip,1020.6
1016143,cybernet,24.8585,66.9995,gnnhd.tv,Pakistan,103.178.96.22,31.4573,74.2453,Lahore,PK,server_ip,1020.7
1016154,cybernet,24.8595,66.9995,gnnhd.tv,Pakistan,103.178.96.22,31.4573,74.2453,Lahore,PK,server_ip,1020.6
1016393,ptcl,32.5685,71.5315,gnnhd.tv,Pakistan,103.178.96.22,31.4573,74.2453,Lahore,PK,server_ip,284.1
1016431,ntc,24.7875,66.9685,gnnhd.tv,Pakistan,103.178.96.22,31.4573,74.2453,Lahore,PK,server_ip,1028.6
7613,zcom,31.5085,74.3375,hrd1902.com.pk,Pakistan,111.68.99.219,33.6736,73.0546,Islamabad,PK,server_ip,269.1
7764,ptcl,31.4695,74.4105,hrd1902.com.pk,Pakistan,111.68.99.219,33.6736,73.0546,Islamabad,PK,server_ip,276.1
60223,nayatel,33.6985,72.9885,hrd1902.com.pk,Pakistan,111.68.99.219,33.6736,73.0546,Islamabad,PK,server_ip,6.7
62224,transworld,31.4695,74.4085,hrd1902.com.pk,Pakistan,111.68.99.219,33.6736,73.0546,Islamabad,PK,server_ip,276.0
64078,tes,31.5215,74.3605,hrd1902.com.pk,Pakistan,111.68.99.219,33.6736,73.0546,Islamabad,PK,server_ip,268.8
64535,orbit,31.3995,73.1185,hrd1902.com.pk,Pakistan,111.68.99.219,33.6736,73.0546,Islamabad,PK,server_ip,252.9
64722,tes,24.7985,67.0785,hrd1902.com.pk,Pakistan,111.68.99.219,33.6736,73.0546,Islamabad,PK,server_ip,1144.0
65892,nayatel,31.5185,74.3615,hrd1902.com.pk,Pakistan,111.68.99.219,33.6736,73.0546,Islamabad,PK,server_ip,269.1
1014872,fasttel,33.6085,72.9905,hrd1902.com.pk,Pakistan,111.68.99.219,33.6736,73.0546,Islamabad,PK,server_ip,9.4
1015491,zcom,31.5575,74.3615,hrd1902.com.pk,Pakistan,111.68.99.219,33.6736,73.0546,Islamabad,PK,server_ip,265.2
1015679,nova,31.4615,74.4305,hrd1902.com.pk,Pakistan,111.68.99.219,33.6736,73.0546,Islamabad,PK,server_ip,277.7
1016126,ptcl,24.8605,66.9985,hrd1902.com.pk,Pakistan,111.68.99.219,33.6736,73.0546,Islamabad,PK,server_ip,1141.9
1016143,cybernet,24.8585,66.9995,hrd1902.com.pk,Pakistan,111.68.99.219,33.6736,73.0546,Islamabad,PK,server_ip,1142.1
1016154,cybernet,24.8595,66.9995,hrd1902.com.pk,Pakistan,111.68.99.219,33.6736,73.0546,Islamabad,PK,server_ip,1142.0
1016393,ptcl,32.5685,71.5315,hrd1902.com.pk,Pakistan,111.68.99.219,33.6736,73.0546,Islamabad,PK,server_ip,187.7
1016431,ntc,24.7875,66.9685,hrd1902.com.pk,Pakistan,111.68.99.219,33.6736,73.0546,Islamabad,PK,server_ip,1150.5
7613,zcom,31.5085,74.3375,kknetworks.com.pk,Pakistan,103.163.48.205,31.558,74.3587,Lahore,PK,server_ip,5.9
7764,ptcl,31.4695,74.4105,kknetworks.com.pk,Pakistan,103.163.48.205,31.558,74.3587,Lahore,PK,server_ip,11.0
60223,nayatel,33.6985,72.9885,kknetworks.com.pk,Pakistan,103.163.48.205,31.558,74.3587,Lahore,PK,server_ip,270.4
62224,transworld,31.4695,74.4085,kknetworks.com.pk,Pakistan,103.163.48.205,31.558,74.3587,Lahore,PK,server_ip,10.9
64078,tes,31.5215,74.3605,kknetworks.com.pk,Pakistan,103.163.48.205,31.558,74.3587,Lahore,PK,server_ip,4.1
64535,orbit,31.3995,73.1185,kknetworks.com.pk,Pakistan,103.163.48.205,31.558,74.3587,Lahore,PK,server_ip,118.9
64722,tes,24.7985,67.0785,kknetworks.com.pk,Pakistan,103.163.48.205,31.558,74.3587,Lahore,PK,server_ip,1035.8
65892,nayatel,31.5185,74.3615,kknetworks.com.pk,Pakistan,103.163.48.205,31.558,74.3587,Lahore,PK,server_ip,4.4
1014872,fasttel,33.6085,72.9905,kknetworks.com.pk,Pakistan,103.163.48.205,31.558,74.3587,Lahore,PK,server_ip,261.6
1015491,zcom,31.5575,74.3615,kknetworks.com.pk,Pakistan,103.163.48.205,31.558,74.3587,Lahore,PK,server_ip,0.3
1015679,nova,31.4615,74.4305,kknetworks.com.pk,Pakistan,103.163.48.205,31.558,74.3587,Lahore,PK,server_ip,12.7
1016126,ptcl,24.8605,66.9985,kknetworks.com.pk,Pakistan,103.163.48.205,31.558,74.3587,Lahore,PK,server_ip,1036.1
1016143,cybernet,24.8585,66.9995,kknetworks.com.pk,Pakistan,103.163.48.205,31.558,74.3587,Lahore,PK,server_ip,1036.2
1016154,cybernet,24.8595,66.9995,kknetworks.com.pk,Pakistan,103.163.48.205,31.558,74.3587,Lahore,PK,server_ip,1036.1
1016393,ptcl,32.5685,71.5315,kknetworks.com.pk,Pakistan,103.163.48.205,31.558,74.3587,Lahore,PK,server_ip,289.1
1016431,ntc,24.7875,66.9685,kknetworks.com.pk,Pakistan,103.163.48.205,31.558,74.3587,Lahore,PK,server_ip,1044.1
7613,zcom,31.5085,74.3375,logon.com.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,1030.4
7764,ptcl,31.4695,74.4105,logon.com.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,1032.4
60223,nayatel,33.6985,72.9885,logon.com.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,1141.7
62224,transworld,31.4695,74.4085,logon.com.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,1032.3
64078,tes,31.5215,74.3605,logon.com.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,1033.0
64535,orbit,31.3995,73.1185,logon.com.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,942.3
64722,tes,24.7985,67.0785,logon.com.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,6.2
65892,nayatel,31.5185,74.3615,logon.com.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,1032.8
1014872,fasttel,33.6085,72.9905,logon.com.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,1133.3
1015491,zcom,31.5575,74.3615,logon.com.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,1035.9
1015679,nova,31.4615,74.4305,logon.com.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,1033.2
1016126,ptcl,24.8605,66.9985,logon.com.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,4.5
1016143,cybernet,24.8585,66.9995,logon.com.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,4.3
1016154,cybernet,24.8595,66.9995,logon.com.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,4.3
1016393,ptcl,32.5685,71.5315,logon.com.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,965.0
1016431,ntc,24.7875,66.9685,logon.com.pk,Pakistan,103.121.121.29,24.836,67.0337,Karachi,PK,server_ip,8.5
7613,zcom,31.5085,74.3375,mgacs.com.pk,Pakistan,115.42.64.26,24.8591,66.9983,Karachi,PK,server_ip,1031.0
7764,ptcl,31.4695,74.4105,mgacs.com.pk,Pakistan,115.42.64.26,24.8591,66.9983,Karachi,PK,server_ip,1033.0
60223,nayatel,33.6985,72.9885,mgacs.com.pk,Pakistan,115.42.64.26,24.8591,66.9983,Karachi,PK,server_ip,1141.2
62224,transworld,31.4695,74.4085,mgacs.com.pk,Pakistan,115.42.64.26,24.8591,66.9983,Karachi,PK,server_ip,1032.8
64078,tes,31.5215,74.3605,mgacs.com.pk,Pakistan,115.42.64.26,24.8591,66.9983,Karachi,PK,server_ip,1033.5
64535,orbit,31.3995,73.1185,mgacs.com.pk,Pakistan,115.42.64.26,24.8591,66.9983,Karachi,PK,server_ip,942.5
64722,tes,24.7985,67.0785,mgacs.com.pk,Pakistan,115.42.64.26,24.8591,66.9983,Karachi,PK,server_ip,10.5
65892,nayatel,31.5185,74.3615,mgacs.com.pk,Pakistan,115.42.64.26,24.8591,66.9983,Karachi,PK,server_ip,1033.4
1014872,fasttel,33.6085,72.9905,mgacs.com.pk,Pakistan,115.42.64.26,24.8591,66.9983,Karachi,PK,server_ip,1132.8
1015491,zcom,31.5575,74.3615,mgacs.com.pk,Pakistan,115.42.64.26,24.8591,66.9983,Karachi,PK,server_ip,1036.4
1015679,nova,31.4615,74.4305,mgacs.com.pk,Pakistan,115.42.64.26,24.8591,66.9983,Karachi,PK,server_ip,1033.7
1016126,ptcl,24.8605,66.9985,mgacs.com.pk,Pakistan,115.42.64.26,24.8591,66.9983,Karachi,PK,server_ip,0.2
1016143,cybernet,24.8585,66.9995,mgacs.com.pk,Pakistan,115.42.64.26,24.8591,66.9983,Karachi,PK,server_ip,0.1
1016154,cybernet,24.8595,66.9995,mgacs.com.pk,Pakistan,115.42.64.26,24.8591,66.9983,Karachi,PK,server_ip,0.1
1016393,ptcl,32.5685,71.5315,mgacs.com.pk,Pakistan,115.42.64.26,24.8591,66.9983,Karachi,PK,server_ip,964.2
1016431,ntc,24.7875,66.9685,mgacs.com.pk,Pakistan,115.42.64.26,24.8591,66.9983,Karachi,PK,server_ip,8.5
7613,zcom,31.5085,74.3375,networld.pk,Pakistan,14.192.150.180,24.7929,66.9719,Karachi,PK,server_ip,1038.2
7764,ptcl,31.4695,74.4105,networld.pk,Pakistan,14.192.150.180,24.7929,66.9719,Karachi,PK,server_ip,1040.2
60223,nayatel,33.6985,72.9885,networld.pk,Pakistan,14.192.150.180,24.7929,66.9719,Karachi,PK,server_ip,1148.9
62224,transworld,31.4695,74.4085,networld.pk,Pakistan,14.192.150.180,24.7929,66.9719,Karachi,PK,server_ip,1040.0
64078,tes,31.5215,74.3605,networld.pk,Pakistan,14.192.150.180,24.7929,66.9719,Karachi,PK,server_ip,1040.8
64535,orbit,31.3995,73.1185,networld.pk,Pakistan,14.192.150.180,24.7929,66.9719,Karachi,PK,server_ip,949.9
64722,tes,24.7985,67.0785,networld.pk,Pakistan,14.192.150.180,24.7929,66.9719,Karachi,PK,server_ip,10.8
65892,nayatel,31.5185,74.3615,networld.pk,Pakistan,14.192.150.180,24.7929,66.9719,Karachi,PK,server_ip,1040.6
1014872,fasttel,33.6085,72.9905,networld.pk,Pakistan,14.192.150.180,24.7929,66.9719,Karachi,PK,server_ip,1140.5
1015491,zcom,31.5575,74.3615,networld.pk,Pakistan,14.192.150.180,24.7929,66.9719,Karachi,PK,server_ip,1043.6
1015679,nova,31.4615,74.4305,networld.pk,Pakistan,14.192.150.180,24.7929,66.9719,Karachi,PK,server_ip,1040.9
