date,domain,query_type,ip,reverse_dns,os,asn,as_name,country,city,software,services,matched_field,matched_value,match_port,cert_not_after,is_pk_asn,verdict,notes,domain_summary
2026-09-13,khushhalibank.com.pk,wildcard,221.120.222.163,lhr63.pie.net.pk,,17557,PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited,PK,"Lahore, Punjab",,"443/UNKNOWN, 5055/UNKNOWN",host.services.cert.parsed.subject.common_name,*.khushhalibank.com.pk,"443, 5055",2026-09-17,TRUE,strong candidate,Same valid cert verified ok via TLS handshake. Direct GET / got connection reset (firewalled). Shares reverse DNS (lhr63.pie.net.pk) with .161 despite different Censys geolocation (Lahore vs Hafizabad) - same geolocation-inconsistency pattern as the rwp44 pair.,"Part of a 12-IP domestic pool for this domain (PTCL AS17557 x9 + Transworld AS38193 x3, all valid wildcard cert). 10/12 firewalled to direct requests, 2/12 (.53, 202.125.155.68) serve the live app directly, unprotected. See notes.md and findings.md for full writeup."
2026-09-14,nbp.com.pk,wildcard,103.28.150.250,nbp.com.pk,,58506,NBP-PK - Head Office NBP Building I.I Chundrigar Road,PK,"Karachi, Sindh",,443/HTTP,host.services.cert.parsed.subject.common_name,hodmzwaf1.nbp.com.pk,443,2026-10-14,TRUE,confirmed,"Cert verified ok: O=National Bank of Pakistan CN=hodmzwaf1.nbp.com.pk DigiCert-issued valid to 2026-10-14. Direct GET / returned HTTP 200, JS redirect to /remote/login - this is NBP's own SSL-VPN / remote-access gateway (hodmzwaf1 = Head Office DMZ WAF 1), not the public banking site, but genuinely live NBP-operated infrastructure. Reverse DNS is literally nbp.com.pk, ASN is the bank's own (AS58506, named after their head office address). Strongest ASN-ownership signal in this experiment.",
2026-09-14,nbp.com.pk,wildcard,103.76.29.140,,,133932,CHAPAL - Chapal (Pvt.) Limited,PK,"Karachi, Sindh",F5 Nginx,443/HTTP,host.services.cert.parsed.subject.common_name,shapilive.nbp.com.pk,443,2025-10-24,TRUE,drop - expired cert,"Cert is CN=ermpushapilive.nbp.com.pk (different subdomain than matched), ZeroSSL-issued, expired 2025-10-24 - lapsed almost a year ago. Direct GET / returned 403 Forbidden (nginx). On a third-party ASN (Chapal Pvt Ltd), not NBP's own. Per method rule, drop anything with an expired cert - stale, low confidence.",
2026-09-14,bop.com.pk,wildcard,103.109.121.2,,,137461,THEBANKOFPUNJAB-AS-AP - The Bank of Punjab,PK,"Lahore, Punjab",,4443/HTTP,host.services.cert.parsed.subject.common_name,vpn.bop.com.pk,4443,2026-09-12,TRUE,confirmed (cert recently expired),"Cert: EV cert jurisdictionCountryName=PK O=The Bank of Punjab CN=vpn.bop.com.pk DigiCert EV RSA CA G2 - expired 2026-09-12, 2 days ago relative to today. Chain also shows self-signed-in-chain warning (curl continued via -k). Direct GET / returned HTTP 200, JS redirect to /remote/login - same SSL-VPN gateway pattern as NBP's hodmzwaf1. On the bank's own ASN (AS137461, named after the bank itself). Real live BOP-operated infrastructure, just running on a cert that lapsed very recently - worth a re-check since it may get renewed any day.",
2026-09-14,bop.com.pk,wildcard,103.109.121.165,,,137461,THEBANKOFPUNJAB-AS-AP - The Bank of Punjab,PK,"Lahore, Punjab","Microsoft Asp.Net, Microsoft IIS, Microsoft Outlook Web Access",443/HTTP,host.services.cert.parsed.subject.common_name,mail.bop.com.pk,443,,TRUE,strong candidate (blocked),"Direct connection to port 443 times out / fails TLS handshake entirely (silent drop, not reset, not 403) - different block flavor than khushhalibank's pattern but same category, protected origin. Censys fingerprinted it as an Outlook Web Access (Exchange webmail) server. On the bank's own ASN (AS137461). Real BOP-operated infrastructure, just couldn't get a cert/content read directly.",
2026-09-14,bankislami.com.pk,wildcard,202.44.94.47,,,45446,MYSOL-PK - My Solutions Corporation Ltd.,PK,"Karachi, Sindh","F5 Big-Ip Advanced WAF, F5 Big-Ip ASM",443/HTTP,host.services.cert.parsed.subject.common_name,ib.bankislami.com.pk,443,,TRUE,confirmed (cert) / blocked,"Cert verified: O=BANK ISLAMI PAKISTAN LIMITED CN=ib.bankislami.com.pk. Direct connection times out (blocked, no response). Subdomain name (ib = Internet Banking) strongly suggests this is the actual customer banking portal backend, the most important hit in this batch, but fully protected from direct access.",
2026-09-14,bankislami.com.pk,wildcard,202.44.94.49,,,45446,MYSOL-PK - My Solutions Corporation Ltd.,PK,"Karachi, Sindh","Microsoft Asp.Net, Microsoft IIS",443/HTTP,host.services.cert.parsed.subject.common_name,e136678.bankislami.com.pk,443,,TRUE,confirmed (cert) / reachable no root content,"Cert verified: O=BANK ISLAMI PAKISTAN LIMITED CN=e136678.bankislami.com.pk. Direct GET / returned 404 (server reachable and answering, just nothing at root path - internal machine-name-style host, likely a specific internal app).",
2026-09-14,bankislami.com.pk,wildcard,202.44.94.56,,,45446,MYSOL-PK - My Solutions Corporation Ltd.,PK,"Karachi, Sindh",,443/HTTP,host.services.cert.parsed.subject.common_name,ec1m3m07.bankislami.com.pk,443,,TRUE,confirmed (cert) / reachable no root content,"Cert verified: O=BANK ISLAMI PAKISTAN LIMITED CN=ec1m3m07.bankislami.com.pk. Direct GET / returned 404, reachable, machine-name-style host, same pattern as e136678.",
2026-09-14,bankislami.com.pk,wildcard,202.44.94.63,,,45446,MYSOL-PK - My Solutions Corporation Ltd.,PK,"Karachi, Sindh",,443/HTTP,host.services.cert.parsed.subject.common_name,ememo4u.bankislami.com.pk,443,,TRUE,confirmed live,"Cert verified: O=BANK ISLAMI PAKISTAN LIMITED CN=ememo4u.bankislami.com.pk. Direct GET / returned 302 redirect to /User/Login - a real, fully live internal e-memo/approval system with a working login page. Strongest 'actually alive' evidence in this batch besides the VPN boxes.",
2026-09-14,bankislami.com.pk,wildcard,202.44.90.46,,,45446,MYSOL-PK - My Solutions Corporation Ltd.,PK,"Karachi, Sindh","F5 Big-Ip ASM, Haproxy",443/HTTP,host.services.cert.parsed.subject.common_name,mbapp.bankislami.com.pk,443,,TRUE,confirmed (cert) / reachable no root content,Cert verified: O=BANK ISLAMI PAKISTAN LIMITED CN=mbapp.bankislami.com.pk. Direct GET / returned 404 - expected for a mobile-app API backend (no browsable homepage). Subdomain (mb = Mobile Banking) suggests this backs the bank's mobile app.,
2026-09-14,bankislami.com.pk,wildcard,202.44.90.4,,,45446,MYSOL-PK - My Solutions Corporation Ltd.,PK,"Karachi, Sindh",,"500/IKE, 7443/HTTP",host.services.cert.parsed.subject.common_name,secure.bankislami.com.pk,7443,,TRUE,confirmed live,"Cert verified: O=Bank Islami OU=InfoSec CN=secure.bankislami.com.pk. Direct GET on 7443 returned HTTP 200, content is a logout.js redirect - VPN/remote-access appliance pattern, same family as NBP/BOP's VPN boxes. Port 500/IKE also open (IPsec VPN).",
2026-09-14,bankislami.com.pk,wildcard,202.44.94.4,,,45446,MYSOL-PK - My Solutions Corporation Ltd.,PK,"Karachi, Sindh",,"500/IKE, 7443/HTTP",host.services.cert.parsed.subject.common_name,secure.bankislami.com.pk,7443,,TRUE,confirmed live,"Same as 202.44.90.4 - identical cert, identical logout.js response. Redundant pair of the same VPN gateway, two IPs for the same secure.bankislami.com.pk hostname.",
2026-09-14,bankislami.com.pk,wildcard,202.44.91.24,,,45446,MYSOL-PK - My Solutions Corporation Ltd.,PK,"Rawalpindi, Punjab","F5 Big-Ip ASM, Gitlab, Rubyonrails Rails",443/HTTP,host.services.cert.parsed.subject.common_name,*.bankislami.com.pk,443,,TRUE,confirmed live (WAF blocked),"Matched the literal wildcard cert itself. Direct GET / returned HTTP 200 but with F5 ASM's block page (title 'Request Rejected'). Censys fingerprinted GitLab + Ruby on Rails - this is the bank's internal DevOps/GitLab server, WAF-protected as expected. Different city (Rawalpindi) than the rest of this batch (Karachi) - could be a real second site or the same geolocation-DB inconsistency seen with khushhalibank's rwp44/lhr63 pairs.",
2026-09-14,abl.com,wildcard,103.247.66.188,,,58515,ALLIEDNET-PK - Allied Bank Limited,PK,"Lahore, Punjab",,443/UNKNOWN,host.services.cert.parsed.subject.common_name,www.abl.com,443,,TRUE,confirmed (cert) / blocked,"EV cert verified: O=Allied Bank Limited OU=ITG CN=www.abl.com, on the bank's own ASN. This is a hit for the bank's actual main public domain (www.abl.com), the strongest possible lead. Direct GET returns 403 Forbidden - blocked from direct access as expected for a real protected origin.",
2026-09-14,abl.com,wildcard,103.247.66.152,,,58515,ALLIEDNET-PK - Allied Bank Limited,PK,"Lahore, Punjab",,443/HTTP,host.services.cert.parsed.subject.common_name,login.abl.com,443,,TRUE,confirmed live,"Cert verified O=Allied Bank Limited CN=login.abl.com. Direct GET returns 200 with a JS redirect to https://www.myabl.com/retail/pages/dashboard.html - this is the real retail internet banking login gateway, redirecting to ABL's separately-branded online banking domain (myabl.com). Worth a follow-up Censys search on *.myabl.com.",
2026-09-14,abl.com,wildcard,103.247.66.181,,,58515,ALLIEDNET-PK - Allied Bank Limited,PK,"Lahore, Punjab","Getbootstrap Bootstrap, Jquery, Microsoft Asp.Net MVC",443/HTTP,host.services.cert.parsed.subject.common_name,0-staging.abl.com,443,,TRUE,confirmed live,"Cert verified O=Allied Bank Limited CN=m360-staging.abl.com (matched via 0-staging.abl.com, likely multi-SAN cert). Direct GET returns 200, page title 'Merchant 360 - Login' - a fully live merchant portal staging login page.",
2026-09-14,abl.com,wildcard,103.247.66.1,,,58515,ALLIEDNET-PK - Allied Bank Limited,PK,"Lahore, Punjab","Cisco Adaptive Security Appliance, Cisco Http",443/HTTP,host.services.cert.parsed.subject.common_name,secure.abl.com,443,,TRUE,confirmed live,"Cert verified O=Allied Bank Limited CN=secure.abl.com. Direct GET returns 200, redirects to /+CSCOE+/logon.html - the standard Cisco AnyConnect SSL-VPN portal signature path. Confirms Cisco ASA VPN gateway, matches the OS fingerprint Censys already showed.",
2026-09-14,abl.com,wildcard,103.247.66.101,,,58515,ALLIEDNET-PK - Allied Bank Limited,PK,"Lahore, Punjab","Microsoft Asp.Net, Microsoft IIS",443/HTTP,host.services.cert.parsed.subject.common_name,m360API.abl.com,443,,TRUE,confirmed (cert) / reachable no root content,"Cert verified O=Allied Bank Limited CN=m360API.abl.com. Direct GET returns 404 (expected for an API backend, no browsable homepage).",
2026-09-14,abl.com,wildcard,103.247.66.103,,,58515,ALLIEDNET-PK - Allied Bank Limited,PK,"Lahore, Punjab",,443/HTTP,host.services.cert.parsed.subject.common_name,antportal.abl.com,443,,TRUE,confirmed live,Cert verified O=Allied Bank Limited CN=merchantportal.abl.com (matched via antportal.abl.com). Direct GET returns 200 with a full live HTML merchant portal page.,
2026-09-14,abl.com,wildcard,103.247.66.171,,,58515,ALLIEDNET-PK - Allied Bank Limited,PK,"Lahore, Punjab",Microsoft Http Api,443/HTTP,host.services.cert.parsed.subject.common_name,analytics.abl.com,443,,TRUE,confirmed (cert) / reachable minor error,"Cert verified O=Allied Bank Limited CN=advance-analytics.abl.com. Direct GET returns 400 Bad Request (server reachable, likely a Host-header or routing quirk, not a block).",
2026-09-14,abl.com,wildcard,103.247.66.179,,,58515,ALLIEDNET-PK - Allied Bank Limited,PK,"Lahore, Punjab","IBM Tivoli Access Manager, IBM WebSEAL",443/HTTP,host.services.cert.parsed.subject.common_name,bpm.abl.com,443,,TRUE,confirmed live,"Cert verified O=Allied Bank Limited CN=bpm.abl.com. Direct GET returns 200, a live IBM WebSEAL enterprise SSO gateway page (Business Process Management access portal).",
2026-09-14,abl.com,wildcard,103.247.66.212,,,58515,ALLIEDNET-PK - Allied Bank Limited,PK,"Lahore, Punjab",Microsoft IIS,443/HTTP,host.services.cert.parsed.subject.common_name,webmail.abl.com,443,,TRUE,confirmed live,Cert verified O=Allied Bank Limited CN=webmail.abl.com. Direct GET returns 302 redirect - live webmail server.,
2026-09-14,abl.com,wildcard,103.247.66.57,,,58515,ALLIEDNET-PK - Allied Bank Limited,PK,"Lahore, Punjab",Beyondtrust Remote Support,443/HTTP,host.services.cert.parsed.subject.common_name,support.abl.com,443,,TRUE,confirmed live,"Cert verified O=Allied Bank Limited CN=support.abl.com. Direct GET returns 200, live BeyondTrust remote-support portal.",
2026-09-14,abl.com,wildcard,103.247.66.102,,,58515,ALLIEDNET-PK - Allied Bank Limited,PK,"Lahore, Punjab",,"2053/UNKNOWN, 2083/UNKNOWN, 6002/UNKNOWN, 6003/UNKNOWN",host.services.cert.parsed.subject.common_name,pos.abl.com,"2053, 2083, 6002, 6003",,TRUE,confirmed (cert) / blocked,"Cert verified O=Allied Bank Limited CN=pos-staging.abl.com (matched via pos.abl.com). Direct connection on 2053 times out/blocked - point-of-sale staging system, protected from direct access.",
2026-09-14,abl.com,wildcard,175.107.196.120,smtp-gw1.abl.com,,24440,CYBERNET-APII - Cyber Internet Services Pakistan,PK,"Karachi, Sindh",Postfix,25/SMTP,host.services.cert.parsed.subject.common_name,*.abl.com,25,,TRUE,confirmed (cert),"Reverse DNS smtp-gw1.abl.com, real mail gateway, on a real Pakistani ISP (Cyber Internet Services, not the bank's own ASN this time). SMTP service, not HTTP-checkable the same way, real infra confirmed via Censys cert scan.",
2026-09-14,abl.com,wildcard,103.213.115.233,smtp-gw6.abl.com,,24440,CYBERNET-APII - Cyber Internet Services Pakistan,PK,"Karachi, Sindh",Postfix,25/SMTP,host.services.cert.parsed.subject.common_name,*.abl.com,25,,TRUE,confirmed (cert),Same as smtp-gw1 - another real ABL mail gateway on Cyber Internet Services Pakistan.,
2026-09-14,abl.com,wildcard,124.29.202.6,smtp-gw5.abl.com,,24440,CYBERNET-APII - Cyber Internet Services Pakistan,PK,"Karachi, Sindh",Postfix,25/SMTP,host.services.cert.parsed.subject.common_name,*.abl.com,25,,TRUE,confirmed (cert),Same pattern - another real ABL mail gateway on Cyber Internet Services Pakistan.,
2026-09-14,abl.com,wildcard,124.29.202.248,smtp-gw2.abl.com,,24440,CYBERNET-APII - Cyber Internet Services Pakistan,PK,"Karachi, Sindh",Postfix,25/SMTP,host.services.cert.parsed.subject.common_name,webmail.abl.com,25,,TRUE,confirmed (cert),"Fourth mail gateway (smtp-gw2), same real PK ISP. Matched field shows webmail.abl.com but reverse DNS is smtp-gw2, likely a shared cert across mail infra.",
2026-09-14,myabl.com,wildcard,103.247.66.147,,,58515,ALLIEDNET-PK - Allied Bank Limited,PK,"Lahore, Punjab","F5 Big-Ip Application Security Manager",443/HTTP,host.services.cert.parsed.subject.common_name,www.myabl.com,443,,TRUE,confirmed live - PUBLIC SITE,"EV cert verified O=Allied Bank Limited CN=www.myabl.com. Direct GET returns 301 to /pages/home.html, which 302s through an Oracle Access Manager SSO handshake (agentid=obdx-18-prod, Oracle Banking Digital Experience production) to login.abl.com, which serves the real live 'myABL - Login' page (title confirmed, 40KB real content). This is the actual public retail internet banking login for Allied Bank customers, fully traced and confirmed, on the bank's own ASN end to end. Strongest finding of the whole session alongside khushhalibank .53.",
2026-09-14,myabl.com,wildcard,103.247.66.142,,,58515,ALLIEDNET-PK - Allied Bank Limited,PK,"Lahore, Punjab","F5 Nginx",443/HTTP,host.services.cert.parsed.subject.common_name,ppdocsrvc.myabl.com,443,,TRUE,confirmed (cert) / reachable no root content,"Cert verified O=Allied Bank Limited CN=whatsappdocsrvc.myabl.com (matched via ppdocsrvc, likely SAN) - a WhatsApp-banking document service. Direct GET returns 404 (expected, API backend, no browsable homepage).",
